Found 294 large rooms
Found 1710 rooms in total
AcrosstheCape.map.scen	total-time	0.000206	max-time-step	0.000206	time-20-moves	0.000206	total-len	598.029400	subopt	1.271118	valid
AcrosstheCape.map.scen	total-time	0.000138	max-time-step	0.000138	time-20-moves	0.000138	total-len	524.674400	subopt	1.109342	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	516.899200	subopt	1.087648	valid
AcrosstheCape.map.scen	total-time	0.000243	max-time-step	0.000243	time-20-moves	0.000243	total-len	544.195000	subopt	1.144017	valid
AcrosstheCape.map.scen	total-time	0.000111	max-time-step	0.000111	time-20-moves	0.000111	total-len	490.343000	subopt	1.032980	valid
AcrosstheCape.map.scen	total-time	0.000133	max-time-step	0.000133	time-20-moves	0.000133	total-len	507.331200	subopt	1.070635	valid
AcrosstheCape.map.scen	total-time	0.000089	max-time-step	0.000089	time-20-moves	0.000089	total-len	484.455400	subopt	1.025613	valid
AcrosstheCape.map.scen	total-time	0.000170	max-time-step	0.000170	time-20-moves	0.000170	total-len	530.449400	subopt	1.117117	valid
AcrosstheCape.map.scen	total-time	0.000180	max-time-step	0.000180	time-20-moves	0.000180	total-len	501.224600	subopt	1.061471	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	516.201000	subopt	1.089218	valid
AcrosstheCape.map.scen	total-time	0.000108	max-time-step	0.000108	time-20-moves	0.000108	total-len	497.573800	subopt	1.046165	valid
AcrosstheCape.map.scen	total-time	0.000148	max-time-step	0.000148	time-20-moves	0.000148	total-len	528.911000	subopt	1.104630	valid
AcrosstheCape.map.scen	total-time	0.000111	max-time-step	0.000111	time-20-moves	0.000111	total-len	526.378400	subopt	1.099949	valid
AcrosstheCape.map.scen	total-time	0.000071	max-time-step	0.000071	time-20-moves	0.000071	total-len	486.917000	subopt	1.017644	valid
AcrosstheCape.map.scen	total-time	0.000112	max-time-step	0.000112	time-20-moves	0.000112	total-len	519.887400	subopt	1.083842	valid
AcrosstheCape.map.scen	total-time	0.000240	max-time-step	0.000240	time-20-moves	0.000240	total-len	549.289800	subopt	1.151978	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	512.029400	subopt	1.069399	valid
AcrosstheCape.map.scen	total-time	0.000180	max-time-step	0.000180	time-20-moves	0.000180	total-len	561.343000	subopt	1.178322	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	534.828200	subopt	1.119215	valid
AcrosstheCape.map.scen	total-time	0.000137	max-time-step	0.000137	time-20-moves	0.000137	total-len	533.757200	subopt	1.116075	valid
AcrosstheCape.map.scen	total-time	0.000115	max-time-step	0.000115	time-20-moves	0.000115	total-len	509.644800	subopt	1.070253	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	504.857800	subopt	1.049504	valid
AcrosstheCape.map.scen	total-time	0.000165	max-time-step	0.000165	time-20-moves	0.000165	total-len	570.857800	subopt	1.181751	valid
AcrosstheCape.map.scen	total-time	0.000099	max-time-step	0.000099	time-20-moves	0.000099	total-len	526.153600	subopt	1.087249	valid
AcrosstheCape.map.scen	total-time	0.000230	max-time-step	0.000230	time-20-moves	0.000230	total-len	579.473200	subopt	1.202281	valid
AcrosstheCape.map.scen	total-time	0.000087	max-time-step	0.000087	time-20-moves	0.000087	total-len	497.343000	subopt	1.028658	valid
AcrosstheCape.map.scen	total-time	0.000135	max-time-step	0.000135	time-20-moves	0.000135	total-len	500.526400	subopt	1.041960	valid
AcrosstheCape.map.scen	total-time	0.000182	max-time-step	0.000182	time-20-moves	0.000182	total-len	534.644800	subopt	1.108699	valid
AcrosstheCape.map.scen	total-time	0.000265	max-time-step	0.000265	time-20-moves	0.000265	total-len	539.212800	subopt	1.116350	valid
AcrosstheCape.map.scen	total-time	0.000327	max-time-step	0.000327	time-20-moves	0.000327	total-len	575.242400	subopt	1.195674	valid
AcrosstheCape.map.scen	total-time	0.000102	max-time-step	0.000102	time-20-moves	0.000102	total-len	522.857800	subopt	1.087982	valid
AcrosstheCape.map.scen	total-time	0.000208	max-time-step	0.000208	time-20-moves	0.000208	total-len	565.780800	subopt	1.164534	valid
AcrosstheCape.map.scen	total-time	0.000122	max-time-step	0.000122	time-20-moves	0.000122	total-len	526.443600	subopt	1.079977	valid
AcrosstheCape.map.scen	total-time	0.000193	max-time-step	0.000193	time-20-moves	0.000193	total-len	547.970200	subopt	1.125406	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	515.502800	subopt	1.063107	valid
AcrosstheCape.map.scen	total-time	0.000101	max-time-step	0.000101	time-20-moves	0.000101	total-len	522.212800	subopt	1.070960	valid
AcrosstheCape.map.scen	total-time	0.000171	max-time-step	0.000171	time-20-moves	0.000171	total-len	582.757200	subopt	1.197669	valid
AcrosstheCape.map.scen	total-time	0.000149	max-time-step	0.000149	time-20-moves	0.000149	total-len	521.846000	subopt	1.074983	valid
AcrosstheCape.map.scen	total-time	0.000157	max-time-step	0.000157	time-20-moves	0.000157	total-len	529.958400	subopt	1.088271	valid
AcrosstheCape.map.scen	total-time	0.000106	max-time-step	0.000106	time-20-moves	0.000106	total-len	529.627000	subopt	1.085996	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	534.319400	subopt	1.097884	valid
AcrosstheCape.map.scen	total-time	0.000152	max-time-step	0.000152	time-20-moves	0.000152	total-len	549.183200	subopt	1.122934	valid
AcrosstheCape.map.scen	total-time	0.000145	max-time-step	0.000145	time-20-moves	0.000145	total-len	508.029400	subopt	1.035915	valid
AcrosstheCape.map.scen	total-time	0.000166	max-time-step	0.000166	time-20-moves	0.000166	total-len	523.745400	subopt	1.067524	valid
AcrosstheCape.map.scen	total-time	0.000256	max-time-step	0.000256	time-20-moves	0.000256	total-len	550.070800	subopt	1.122791	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	505.899200	subopt	1.028370	valid
AcrosstheCape.map.scen	total-time	0.000064	max-time-step	0.000064	time-20-moves	0.000064	total-len	529.224600	subopt	1.078859	valid
AcrosstheCape.map.scen	total-time	0.000100	max-time-step	0.000100	time-20-moves	0.000100	total-len	521.940600	subopt	1.061755	valid
AcrosstheCape.map.scen	total-time	0.000153	max-time-step	0.000153	time-20-moves	0.000153	total-len	538.094400	subopt	1.097032	valid
AcrosstheCape.map.scen	total-time	0.000195	max-time-step	0.000195	time-20-moves	0.000195	total-len	559.272000	subopt	1.139497	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	526.313400	subopt	1.075454	valid
AcrosstheCape.map.scen	total-time	0.000176	max-time-step	0.000176	time-20-moves	0.000176	total-len	520.396200	subopt	1.054832	valid
AcrosstheCape.map.scen	total-time	0.000102	max-time-step	0.000102	time-20-moves	0.000102	total-len	516.698000	subopt	1.049046	valid
AcrosstheCape.map.scen	total-time	0.000139	max-time-step	0.000139	time-20-moves	0.000139	total-len	558.828200	subopt	1.130021	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	559.331200	subopt	1.128382	valid
AcrosstheCape.map.scen	total-time	0.000184	max-time-step	0.000184	time-20-moves	0.000184	total-len	538.988000	subopt	1.091248	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	559.798600	subopt	1.128756	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	564.011600	subopt	1.138566	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	552.366600	subopt	1.115617	valid
AcrosstheCape.map.scen	total-time	0.000163	max-time-step	0.000163	time-20-moves	0.000163	total-len	557.538200	subopt	1.131012	valid
AcrosstheCape.map.scen	total-time	0.000110	max-time-step	0.000110	time-20-moves	0.000110	total-len	527.674400	subopt	1.064212	valid
AcrosstheCape.map.scen	total-time	0.000145	max-time-step	0.000145	time-20-moves	0.000145	total-len	573.171400	subopt	1.153286	valid
AcrosstheCape.map.scen	total-time	0.000090	max-time-step	0.000090	time-20-moves	0.000090	total-len	538.786800	subopt	1.084410	valid
AcrosstheCape.map.scen	total-time	0.000118	max-time-step	0.000118	time-20-moves	0.000118	total-len	528.538200	subopt	1.061846	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	577.946600	subopt	1.160929	valid
AcrosstheCape.map.scen	total-time	0.000089	max-time-step	0.000089	time-20-moves	0.000089	total-len	515.656600	subopt	1.033730	valid
AcrosstheCape.map.scen	total-time	0.000148	max-time-step	0.000148	time-20-moves	0.000148	total-len	557.384400	subopt	1.120492	valid
AcrosstheCape.map.scen	total-time	0.000221	max-time-step	0.000221	time-20-moves	0.000221	total-len	559.017600	subopt	1.126028	valid
AcrosstheCape.map.scen	total-time	0.000139	max-time-step	0.000139	time-20-moves	0.000139	total-len	526.301600	subopt	1.054770	valid
AcrosstheCape.map.scen	total-time	0.000102	max-time-step	0.000102	time-20-moves	0.000102	total-len	530.686200	subopt	1.067279	valid
AcrosstheCape.map.scen	total-time	0.000152	max-time-step	0.000152	time-20-moves	0.000152	total-len	518.082600	subopt	1.043444	valid
AcrosstheCape.map.scen	total-time	0.000077	max-time-step	0.000077	time-20-moves	0.000077	total-len	532.064800	subopt	1.058547	valid
AcrosstheCape.map.scen	total-time	0.000276	max-time-step	0.000276	time-20-moves	0.000276	total-len	567.260200	subopt	1.131344	valid
AcrosstheCape.map.scen	total-time	0.000124	max-time-step	0.000124	time-20-moves	0.000124	total-len	515.532400	subopt	1.030525	valid
AcrosstheCape.map.scen	total-time	0.000077	max-time-step	0.000077	time-20-moves	0.000077	total-len	522.023400	subopt	1.039452	valid
AcrosstheCape.map.scen	total-time	0.000120	max-time-step	0.000120	time-20-moves	0.000120	total-len	558.443600	subopt	1.115631	valid
AcrosstheCape.map.scen	total-time	0.000150	max-time-step	0.000150	time-20-moves	0.000150	total-len	531.461400	subopt	1.062215	valid
AcrosstheCape.map.scen	total-time	0.000109	max-time-step	0.000109	time-20-moves	0.000109	total-len	526.715800	subopt	1.046136	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	525.993800	subopt	1.048852	valid
AcrosstheCape.map.scen	total-time	0.000239	max-time-step	0.000239	time-20-moves	0.000239	total-len	535.313400	subopt	1.062250	valid
AcrosstheCape.map.scen	total-time	0.000103	max-time-step	0.000103	time-20-moves	0.000103	total-len	513.201000	subopt	1.021058	valid
AcrosstheCape.map.scen	total-time	0.000098	max-time-step	0.000098	time-20-moves	0.000098	total-len	525.544200	subopt	1.040884	valid
AcrosstheCape.map.scen	total-time	0.000152	max-time-step	0.000152	time-20-moves	0.000152	total-len	564.437600	subopt	1.113285	valid
AcrosstheCape.map.scen	total-time	0.000149	max-time-step	0.000149	time-20-moves	0.000149	total-len	529.130000	subopt	1.046210	valid
AcrosstheCape.map.scen	total-time	0.000147	max-time-step	0.000147	time-20-moves	0.000147	total-len	616.769000	subopt	1.214547	valid
AcrosstheCape.map.scen	total-time	0.000149	max-time-step	0.000149	time-20-moves	0.000149	total-len	545.922800	subopt	1.075144	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	515.822200	subopt	1.016635	valid
AcrosstheCape.map.scen	total-time	0.000109	max-time-step	0.000109	time-20-moves	0.000109	total-len	542.431800	subopt	1.068223	valid
AcrosstheCape.map.scen	total-time	0.000112	max-time-step	0.000112	time-20-moves	0.000112	total-len	527.757200	subopt	1.044117	valid
AcrosstheCape.map.scen	total-time	0.000249	max-time-step	0.000249	time-20-moves	0.000249	total-len	634.384400	subopt	1.257232	valid
AcrosstheCape.map.scen	total-time	0.000145	max-time-step	0.000145	time-20-moves	0.000145	total-len	538.331200	subopt	1.063284	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	583.638800	subopt	1.142754	valid
AcrosstheCape.map.scen	total-time	0.000112	max-time-step	0.000112	time-20-moves	0.000112	total-len	538.479000	subopt	1.052842	valid
AcrosstheCape.map.scen	total-time	0.000244	max-time-step	0.000244	time-20-moves	0.000244	total-len	612.372600	subopt	1.197865	valid
AcrosstheCape.map.scen	total-time	0.000190	max-time-step	0.000190	time-20-moves	0.000190	total-len	573.023400	subopt	1.120605	valid
AcrosstheCape.map.scen	total-time	0.000246	max-time-step	0.000246	time-20-moves	0.000246	total-len	579.313400	subopt	1.132578	valid
AcrosstheCape.map.scen	total-time	0.000135	max-time-step	0.000135	time-20-moves	0.000135	total-len	537.881400	subopt	1.055448	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	534.059000	subopt	1.047754	valid
AcrosstheCape.map.scen	total-time	0.000113	max-time-step	0.000113	time-20-moves	0.000113	total-len	540.816400	subopt	1.059560	valid
AcrosstheCape.map.scen	total-time	0.000143	max-time-step	0.000143	time-20-moves	0.000143	total-len	565.070800	subopt	1.112081	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	546.088600	subopt	1.072773	valid
AcrosstheCape.map.scen	total-time	0.000115	max-time-step	0.000115	time-20-moves	0.000115	total-len	562.928800	subopt	1.093388	valid
AcrosstheCape.map.scen	total-time	0.000233	max-time-step	0.000233	time-20-moves	0.000233	total-len	585.035200	subopt	1.137382	valid
AcrosstheCape.map.scen	total-time	0.000155	max-time-step	0.000155	time-20-moves	0.000155	total-len	597.999800	subopt	1.160547	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	569.633000	subopt	1.110454	valid
AcrosstheCape.map.scen	total-time	0.000123	max-time-step	0.000123	time-20-moves	0.000123	total-len	550.556000	subopt	1.073117	valid
AcrosstheCape.map.scen	total-time	0.000154	max-time-step	0.000154	time-20-moves	0.000154	total-len	551.970200	subopt	1.070897	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	564.100400	subopt	1.096735	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	531.526400	subopt	1.032405	valid
AcrosstheCape.map.scen	total-time	0.000155	max-time-step	0.000155	time-20-moves	0.000155	total-len	562.769000	subopt	1.093027	valid
AcrosstheCape.map.scen	total-time	0.000216	max-time-step	0.000216	time-20-moves	0.000216	total-len	588.698000	subopt	1.143283	valid
AcrosstheCape.map.scen	total-time	0.000161	max-time-step	0.000161	time-20-moves	0.000161	total-len	572.644800	subopt	1.104454	valid
AcrosstheCape.map.scen	total-time	0.000115	max-time-step	0.000115	time-20-moves	0.000115	total-len	573.236400	subopt	1.110381	valid
AcrosstheCape.map.scen	total-time	0.000109	max-time-step	0.000109	time-20-moves	0.000109	total-len	536.958400	subopt	1.037627	valid
AcrosstheCape.map.scen	total-time	0.000202	max-time-step	0.000202	time-20-moves	0.000202	total-len	548.538200	subopt	1.062359	valid
AcrosstheCape.map.scen	total-time	0.000143	max-time-step	0.000143	time-20-moves	0.000143	total-len	635.183200	subopt	1.228827	valid
AcrosstheCape.map.scen	total-time	0.000177	max-time-step	0.000177	time-20-moves	0.000177	total-len	560.141800	subopt	1.085403	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	580.455400	subopt	1.119095	valid
AcrosstheCape.map.scen	total-time	0.000085	max-time-step	0.000085	time-20-moves	0.000085	total-len	548.680200	subopt	1.059439	valid
AcrosstheCape.map.scen	total-time	0.000074	max-time-step	0.000074	time-20-moves	0.000074	total-len	540.769000	subopt	1.043094	valid
AcrosstheCape.map.scen	total-time	0.000218	max-time-step	0.000218	time-20-moves	0.000218	total-len	578.455400	subopt	1.118993	valid
AcrosstheCape.map.scen	total-time	0.000153	max-time-step	0.000153	time-20-moves	0.000153	total-len	561.212800	subopt	1.075530	valid
AcrosstheCape.map.scen	total-time	0.000123	max-time-step	0.000123	time-20-moves	0.000123	total-len	571.171400	subopt	1.098189	valid
AcrosstheCape.map.scen	total-time	0.000248	max-time-step	0.000248	time-20-moves	0.000248	total-len	578.485000	subopt	1.110432	valid
AcrosstheCape.map.scen	total-time	0.000171	max-time-step	0.000171	time-20-moves	0.000171	total-len	622.739400	subopt	1.197311	valid
AcrosstheCape.map.scen	total-time	0.000185	max-time-step	0.000185	time-20-moves	0.000185	total-len	614.159600	subopt	1.177149	valid
AcrosstheCape.map.scen	total-time	0.000219	max-time-step	0.000219	time-20-moves	0.000219	total-len	576.769000	subopt	1.101968	valid
AcrosstheCape.map.scen	total-time	0.000179	max-time-step	0.000179	time-20-moves	0.000179	total-len	548.396200	subopt	1.052243	valid
AcrosstheCape.map.scen	total-time	0.000145	max-time-step	0.000145	time-20-moves	0.000145	total-len	545.674400	subopt	1.047094	valid
AcrosstheCape.map.scen	total-time	0.000118	max-time-step	0.000118	time-20-moves	0.000118	total-len	532.283800	subopt	1.020285	valid
AcrosstheCape.map.scen	total-time	0.000210	max-time-step	0.000210	time-20-moves	0.000210	total-len	578.425800	subopt	1.111353	valid
AcrosstheCape.map.scen	total-time	0.000133	max-time-step	0.000133	time-20-moves	0.000133	total-len	576.354800	subopt	1.095492	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	554.331200	subopt	1.050007	valid
